"nbProvider","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"W_W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"coeff_radius_max","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
"range_vision_consumer","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400"
"Witness","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false"
"W_I","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"[reporter]","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt"
,"2.888961774976433","2.9844063271841392","3.403200370199869","3.4507433251041806","3.942201516540432","3.8120249577348937","4.487641135371156","3.1336423608112183","3.8279776360689977","3.0299134529395264","4.323345508940326","3.660991347741126","3.5791225723262987","4.174981924738522","4.2631790841656425","3.6400358394271297","3.304210350192402","3.2000874241458455","3.0938575613225883","4.214271610702835","3.964517533876249","3.3194942254743784","3.7011488166229296","3.7632527105264275","3.173187901751635","4.607781529984403","3.271221086909941","2.9086296944823293","3.6212266989880115","4.21605628108073"
,"3.3035104819690226","3.2339407942295355","2.990814226133775","3.604932436439298","3.7588195899991255","3.5339409721264046","4.717401542212367","3.3734435575537707","3.7346095211568398","3.0574543149830817","3.6850708432834796","3.6910910899590554","3.0721576730225526","4.034796058892535","3.7680828508636957","3.7938485768871018","3.258704840369523","2.9687781401236277","3.6747029161535645","4.605077590279503","4.085399761290084","3.742057409412897","4.036369376331751","3.8301014458114246","3.859029649335895","4.773868774431767","3.411142966664292","2.788035756178614","3.5022489023175587","3.9606189247088124"
,"2.91217731332856","3.1779168661947494","3.0299064653663783","3.0980198209000265","3.6849280028735776","3.1284877875445205","4.937315041481228","3.602839233624808","3.9833855178334607","2.813096877994963","3.6631099497019783","3.6434333621589983","3.3600623616931595","3.9463939986322054","4.073941702333953","3.856273993854182","3.545347921841479","3.443289151137972","4.020739949850528","4.456573489450788","4.26738199208604","3.5738498140503685","3.692935017175541","4.005702474502256","3.9189731114723556","5.174743891164134","2.9192182170702368","2.827681794273882","3.5465324489384384","3.973520676747762"
,"3.2419513387387635","3.1927612023254395","2.5643675150399896","3.3552487837374287","3.8831187306130306","3.314430336629797","4.722358657638669","3.4222106595364816","4.029924875491479","3.156259197924517","3.849825210170622","3.9738275866027135","3.4368558383831744","3.3585460596507133","3.930057246374475","3.5597514525308336","3.2638592913347","3.4269211192868108","3.6734565396911862","4.384131669913129","4.1915532749509","3.3554281443652556","4.012123120327464","4.042699337914848","4.065940039497853","4.637422632324644","2.485121937716726","2.8535889832834176","3.805273200378347","4.404608722380819"
,"2.952069451916314","3.059574709977556","2.869531370520918","3.4263925058721156","3.7918974272887995","3.3313286583237227","4.640904540591319","3.389856210983637","4.1216719199377225","3.0078957181718002","3.8195425269400594","3.5744000016663233","3.5627863024819333","3.913801756719603","4.193850143931211","3.9021052039813062","3.022622560029444","3.6245571310947824","3.6533425260059658","4.439887234143679","4.112939075873501","2.800583888851251","4.100606016633677","4.020442417371538","3.5451434110480537","4.632353785023582","3.279620521194414","3.183573064913653","3.578533445094027","3.900554195774106"
,"3.251894991560693","3.2153683639873245","3.0269197762580715","3.217592175033219","3.1487945297875966","3.115640865740104","4.407537267931013","3.2003061434383477","3.5465722297621496","2.8939056983080764","3.6828212598961043","3.585378787384444","3.258795983689367","3.7474932590750876","3.91095278279955","3.8768531475644","3.4191870811788903","3.4362435762370738","3.8080287329096563","4.684098326437249","4.232136511742543","3.002466118635469","3.8750792313013767","3.712422476783305","3.6833403037566597","4.761780059916523","3.1949637043862036","2.6628068390091344","3.4519146557758376","4.422208311049998"
,"2.8782582954720897","3.3741052732973436","3.379276744100332","3.4193736321172103","3.849694063452853","3.191257535267343","4.720663896655621","3.1887873225370935","3.3354322701362773","2.7760482572796286","3.7719838392922838","3.6552098493983283","3.6440292301833055","4.024985394445383","4.210504195511218","3.6584816605763395","3.2316820416968843","3.6356643887693045","3.272771324778858","4.557199732761224","4.262174133649994","3.2279281918377296","4.146293367637801","3.5388998145960238","3.6060578737916207","4.800560262047562","2.904707479465842","3.0761938816926584","3.2786362350540603","4.13686513388959"
,"3.4082735561848803","3.086759246526482","2.700423342750238","3.2229381851405337","3.79314714360866","3.1767267541244593","4.642038733147711","3.85411005902951","3.3368256443865727","3.1108210310101567","3.8193054965665163","3.763907302521049","3.3473827821764175","4.143570417937888","4.128032771517646","3.90249099572066","3.7361451907135774","3.5704705491416053","3.752670208981987","4.67567305319694","3.8375660665867946","3.2871724121097454","4.052924422036783","3.992860872409466","3.5577133303256216","4.843335721397812","2.743830686471512","2.3543401452973787","3.577732720661336","4.030959932632388"
,"3.029625497906542","3.29843631834849","2.8003179547941195","3.654941670201234","3.764486780606635","3.2103021434336236","4.706995166901853","3.378295412403114","3.6648269992318783","2.8802418344516907","4.065508105595555","3.9276671630091853","3.242785270535109","3.7299620223567027","4.191430466820191","4.000196652075525","3.4845122614101904","3.1785303837084076","3.41159715161857","4.519613918807737","3.6192962799336827","3.1904046830032384","3.8826615371003057","3.6800856561496103","3.7587802593645088","4.626153460514612","3.228275656477174","2.6917797431096644","3.416410805124689","3.9542414510435093"
,"2.753927771122817","2.8786476797479534","3.08083509671408","3.3590754161996434","3.7555101207882746","3.3581689054670907","4.353221667414855","3.608649832350535","3.6592803839302044","3.202377972092003","4.15176863220666","3.4065375430906473","3.06440852643756","3.90620192421038","3.6290719625072687","3.963477134725088","3.394251529112107","3.4770946263902704","3.5580665379682097","4.690958674664569","4.066643694194676","3.474658464162242","4.123940206786174","3.170406375971376","3.657827960644823","5.103205752852628","3.0541675511691357","2.448155260050893","3.760532035147615","4.535527963834298"
,"2.728484333473844","3.0400206647852914","2.918918964546149","3.8075606726732865","4.0864081605437725","3.2489327798744787","4.660736370104092","3.153486795092057","3.7524561052482066","2.553570812442014","4.171768744525723","3.3160325097410626","3.4707208768926976","3.936286470298045","4.135670414368408","3.3265600219316913","3.3456602033077925","3.4629990204951984","3.611422325333867","4.639894642130922","4.033099881535042","2.7176644093539712","3.8501163084129066","3.722034300273119","3.7973994132172257","4.817938203954497","2.597639997370087","3.1192545617312","3.2910315079006733","4.251592911465839"
,"3.2482279056314263","2.4772669762842487","3.202804653661021","3.055677057361818","3.731187935268709","3.622784470322858","4.446856670937165","3.5931747472607576","3.2777638071218984","2.861960699315924","3.457917471383449","3.5202412673171017","3.7060598995213114","3.9950051023779807","4.253665422492832","3.3410453313146258","3.600754851081585","3.2004724314704593","3.872205389772462","4.559714611969799","3.9338001757213013","3.350180890358795","3.853006062618499","3.7332837578456592","3.718662988316782","5.062110062363747","2.995630426026532","2.9829295196254657","3.956342877609784","3.9931147066564088"
,"3.3120641585328388","3.3388952239735246","3.425456915161159","3.768558429541766","3.978406154566324","3.378912555989788","4.664610954528602","3.5716951411441578","3.631687847045245","3.088338557064012","3.8267528561620625","3.5740552271972454","3.3806568091114357","3.789812571527719","3.8885380165536056","3.669870809968149","3.4942702104481436","2.9931124267805296","3.048460212884621","4.779234430390959","3.891135585573503","3.213956565294855","4.162481329249411","4.237840498992554","3.743215578941279","4.585280472318411","3.1108255426292355","2.6041591502489476","3.704429070862091","4.41203593085286"
,"3.08617174265391","3.133209559368643","2.8476964781262177","3.292373064523105","3.878772962166667","3.450759314602454","4.763685123612658","3.64241084514542","4.107701115485904","3.1049799776920324","4.0786019484912766","3.6217389972502394","3.3444915524507866","3.8009692915574282","3.9819492039090054","3.8634254617051096","3.409362428874003","3.2667590250562064","3.2947805102179895","4.870834930791128","4.079382033342039","3.111059619866931","3.802831014033257","3.822392717062129","3.570685275277409","5.1074667487326755","2.9821769841718204","2.6251265256148124","3.622629612607097","3.8721054263862156"
,"2.8872520858060424","3.2918166763308165","2.969098349036113","3.4009895383774533","3.712802701556289","3.3464620059179397","4.3234548838197755","3.1251262823538255","3.7278465555818796","2.6703347754413382","3.930137229982639","3.8343841941008034","3.571882646473388","3.8177305118206637","3.6394324436200804","3.618593923406821","3.146760932149607","3.049160660477963","3.3231398340045453","3.983068781821465","4.074343414101929","3.1281430749903243","3.828493280058128","4.100713780237478","3.3220439535028015","4.494029800561534","2.990309746871697","3.286118151745568","3.310751352163975","4.125591375833212"
,"3.1498970763907397","3.2730780494525966","2.9698166892179967","3.026553838535144","3.886509580470546","3.628142382146303","4.579911456081772","3.5194837396633307","3.91109264160908","2.938360023530887","4.150831090071697","3.5259199537869415","3.7114219293406525","3.5515783066826434","4.0492810359274705","4.042785881328242","3.5135591075597605","3.069323359166517","3.1635859144079124","4.589645148397127","4.289749772176357","2.9812918872054364","4.118691579477298","3.76593422809102","3.8372462408185766","4.948646300014729","3.2724503007657577","2.9866545445588177","3.3249293790771497","4.2198983294313654"
,"3.2002156405474413","3.5304324230141213","2.9651122997630055","3.68097512325885","4.251963991022652","3.5754422135699526","4.5240232354252505","3.4264992064771596","3.51061372858133","2.7844909179601003","4.235979390783171","3.8953367386770528","3.3748684371304347","3.630538577585669","4.165375751159784","3.8286003622286944","3.4442491305333904","3.49146743972151","3.724501101427535","4.4889297985399645","3.728370771232626","3.2901559950083827","4.136352735519901","3.773649900502978","3.6406863579877875","4.48461666941741","3.103372386905234","2.6197391147439193","3.6868161068554213","4.4934048123916295"
,"3.6199701839890404","2.8994542293986822","3.198672419468052","3.064907188829915","3.8755668631480735","2.6209628778513774","4.660426565893409","3.266087332678184","3.830266460406886","3.0370033420276017","3.9601885465063082","3.871043148481524","3.2874292559814875","3.9646710706633512","3.888282924543169","3.723318283137067","3.444529151520875","3.270984637867384","3.5872966340572052","4.89042787184763","4.455271301582283","3.331364866011342","3.9974735342125705","3.7831516185822642","3.80316844506698","4.795035176221946","3.04116863490441","3.2099605487044025","3.310839305991578","4.153702884369783"
,"3.6975505764234375","2.9643968743732305","3.3887943921311603","3.5045781658545696","3.632369374171588","3.1724662146689364","4.5863896669140765","3.8703307460432512","4.039409688097732","3.0173017070050316","4.130604400997278","3.869051136058598","3.6968367775486115","3.712765112831159","3.8407571852230262","3.8890614110847364","3.449190019553811","3.178779467170498","3.220489912415186","4.480246149200023","4.048866733570381","3.2991884902421607","3.9855141072234503","3.625856353403278","3.610988807561774","4.858756636769403","3.4258239981247294","2.514824376884274","3.614637960216627","4.040298081899594"
,"3.338934101605336","3.239020284191964","2.8933414821743604","3.5921467160862037","3.951424427184131","3.178501892048952","4.279901009922855","3.2967640276852985","3.501229990080283","3.1263283908848756","3.797462302232269","3.6173307446160354","3.4980242481206716","4.236680031063477","3.8647458923494997","3.796426940384393","3.4977061649186862","3.5482621230808893","3.7367227549611233","4.389269921594266","3.764125757287296","3.0552115319225273","4.324088732487297","4.043456076277953","3.5852185331362847","4.836443861725258","3.095838143609859","2.76626692484676","3.752808691309818","3.957169801629421"
,"3.4594923188865727","3.3613790424722216","3.1446456453468636","3.548956346231148","3.770900259512905","2.7079304932435426","4.874567174741146","3.7544441221177807","3.6869795498543136","3.2747593258534056","3.9117282129300928","4.048237781406877","3.306503132118486","3.757171756895827","3.9907096178026853","3.3595873446972546","3.4424564405961555","3.1391203778523153","3.5072981247534907","4.316473135221194","3.9943467572285964","3.5503747678163995","4.355772048848064","4.063698242717096","3.254901727735117","4.706702058227874","3.112864134517897","3.362138815840108","3.5529189718889866","4.0359672965285025"
,"3.538939346786397","3.0280215170956284","2.994495299480558","3.2481613776870466","3.8655579723331126","3.1494583405079632","4.391354079922667","3.5666351401596734","3.71669630588881","3.102233485875315","4.199950997266057","4.043490835226397","3.4209940743473877","4.006080915518003","3.882895388042717","3.897218677660025","3.198199072061449","3.431378733154063","3.5045602364563684","4.491175679771067","3.4470248485667603","3.3848697604100706","4.22693178223115","3.9603574670753408","3.4670630051141704","4.858860745823887","3.0775400523294643","3.272640730717193","3.5644633705803486","4.2493837316503225"
,"3.5501795059347905","3.1772591867520354","3.1056115163420586","3.3226875068182053","3.5266583975622354","3.3926730620475074","4.561820718935514","3.845235563440439","3.31076163851114","3.338734103500427","3.9111079634656116","3.4876998319988277","3.3713041168776416","4.08672738024621","3.98725584107111","3.4754152351995242","3.4268294478584465","3.0719397759282527","3.684049683794897","4.139302328387373","4.431263190523694","3.263326124118409","3.9779907109688444","3.675025749448597","3.3460768318837544","5.037566102075957","3.069377763722337","3.0237238518507294","3.2929296344427774","4.147041520629575"
,"3.7809598356092087","3.3067696195522243","2.9163954090268973","3.7710550552274698","3.7762061214779328","3.3136549437374048","4.513587794979075","3.598999608668747","3.781802930823731","3.245042834089915","4.163304248109142","4.020379293469821","3.1157629203036707","3.9186410161044796","3.8940460493715663","3.6739144573970557","3.08853762156622","3.3202088357028297","3.9363382555833835","4.310987466213002","4.349017112165635","3.6497411905712696","4.415326071569665","3.8085492142895703","3.6737240561241498","4.544660875049638","3.313393359133523","2.4115063882590015","3.8085745375194926","3.979288557271976"
,"3.404569499611021","3.1527993406833255","2.852988411256861","3.647558604043126","3.9900962228192265","3.1381292136356693","4.513783467816918","3.723862937531161","3.3020676368276995","2.937971810624991","3.877382134799012","3.749733775111615","2.9367477012909067","4.1248014118978515","4.037929871047115","3.922434699474931","3.16610229033282","3.0581090632674695","3.623280143913581","4.743002094207347","4.033068377798714","3.501291360161019","4.113841407476358","3.875091360601108","3.939319889703075","4.925883682586386","2.9940017493532487","2.8984228453254133","3.5920153631306135","4.128801384079971"
,"3.072930303189708","3.1053013782703416","3.169199581958533","3.3317659046890284","3.809587550009365","3.23236962354354","4.9872651861185675","3.2103844293598507","3.5778557634473427","3.256298977397665","3.7424174681234694","3.66419453014602","3.2675492922476512","4.230625118369517","3.7498708547050565","4.129626031693973","3.2570040799040743","3.390869596765482","3.453561978955426","4.414847705944982","4.026521988593512","2.9593645577009102","4.289115944257854","3.4604496758745977","3.793839430625865","4.8635597939973945","2.824358216859257","3.006637481713425","3.573225911068037","4.602749434322278"
,"2.9952719155592065","3.7373856094858797","3.033568410572022","3.92664367425282","4.021409230042641","3.3988872389786646","4.755966810873822","3.795132149650985","3.8888680474152766","2.8512175967757893","4.187350372446718","3.6879724947614507","3.5239715879820617","4.200129959295416","4.252704366370642","4.007722555970414","3.234697500260508","3.4270640671030916","3.5188655057873826","4.353287195064796","4.276412560494339","3.4404373511352655","3.9834606717558754","3.666207371803749","3.6833032605581133","4.844188394326904","3.5186237845266857","2.595239697720717","3.3592837380752867","4.016700784132576"
,"3.3309220884525583","3.030790146192723","3.2111691960209745","3.5780142627377947","3.787018140013939","3.4441796194274312","4.798273038977513","3.2929163420728216","3.7014818035968875","3.5097743074363104","3.7327607551015465","3.806250673929686","3.6167911251757006","3.89478638632322","4.523684151631786","3.5856196391864894","3.494574400892815","3.330994554443081","3.9387973843620627","4.337439531599264","4.354264988025856","3.2780906284146103","3.89865829193294","4.151674428248407","3.893129975598245","4.730081031137975","3.003871642670411","3.2567402531755647","3.3867349565806695","4.33420193341318"
