"nbProvider","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"W_W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"coeff_radius_max","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
"range_vision_consumer","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400"
"Witness","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false"
"W_I","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"[reporter]","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt"
,"3.234813510382463","3.1761429775070535","2.369627818889353","3.5769570143948948","3.5399004736171364","3.4869441215912973","4.461165902176638","3.2247220046455274","3.5081584441900837","3.2023731926707133","3.6093395745617083","3.6920093654310198","3.183169534819986","4.0156287625586256","3.6535583018035394","3.922503518592216","3.3692502118440633","3.6900149408656255","3.5691884871276427","4.201788480185251","4.191857711125455","3.588195158960632","3.8435549806521876","3.2772897931056666","4.2152210875485325","4.638799658353756","2.667139362295522","3.0699291249873895","3.3781477156073008","3.6890731207578287"
,"3.314334723155967","2.9934375140006697","2.9135397636995624","3.102369944297574","3.5062608207862906","2.8372854338198574","4.607498711850772","3.30764014584146","3.6769150438697","3.360158601887557","3.6609630249968337","3.2423506986551525","3.0792293077824584","3.8809558921651073","3.8861253986328403","3.8886796982530805","3.277671379667745","2.9797219610917804","3.7204670154679924","4.313864909354157","3.9227887934046857","3.7790647828777297","4.032474433871209","3.606201250267835","3.6961291927618927","4.706342050431993","3.216148496260856","3.451482101810173","3.889158776849902","3.321320956119661"
,"3.7022121195985545","3.53773320064471","2.873128420324608","2.874957797764623","3.979078480059428","3.242457196770055","4.535353827827411","3.278807610377468","3.630775670668233","2.916304193239835","3.9008736499639727","2.931294299396214","3.163003222857626","3.8489051262560183","3.8817179485981566","3.535641031587194","3.1815519962433956","3.435086775055547","3.660483464354956","4.334219321640467","3.8119763562360527","3.866931936200252","3.7123040951531725","3.5930264960723877","3.924478298182188","4.645488792874574","3.074833357850739","3.456759729967919","3.727337021262352","3.9059538694779077"
,"3.41751651958787","3.2059148436807288","2.811742980736433","3.6661730498435614","3.4161252743061765","3.157922085656875","3.9198097900879145","3.5613792864937497","3.921178151139971","3.055851706978696","4.041011169382332","3.54350523870859","3.480521460540333","3.966082279496869","3.66500760232822","3.9445392318342645","2.974808635352859","3.2135240945137924","3.546539802103406","3.7071323844884754","3.8775066952173627","3.311295057485325","3.9636149000654606","3.761104749194992","4.047685040887225","4.70031670298125","2.747226820347103","3.4392718699238003","3.8562597801728384","3.51622426938372"
,"3.227242801846475","2.776392366594625","2.7742177247420585","3.3513833667954374","3.850743961994967","3.2713426394968","4.402624318806977","3.1951230333314666","3.389549392725007","3.359418038990991","3.921966552204509","3.8690568486978774","3.302010795015842","4.13565828151368","3.7769435143020806","3.74634854841825","2.788949503021332","3.8732929918488255","3.791737397818416","4.121669507796716","3.773718929918965","3.768890555183194","3.2778091351630936","3.2412748138666285","3.5562693196290254","4.810085906869803","2.934744804831838","3.171347612307498","3.828188973776812","3.8226297198277726"
,"3.1045111765982507","2.8464802788862964","2.582740244528148","3.768925669760666","3.07857308968499","3.293770227252873","4.229339033861435","3.6796335387088726","3.608266714973637","3.254168630054432","3.7350081985556294","3.438000171092565","3.041017172728249","4.075447978615465","3.8972360728464386","3.2202922983178","2.919841838920121","3.4318679827193637","3.1758228729266587","4.677311647752946","3.471374421075062","3.5678989491167057","3.78446544805004","3.528548423599481","3.7348413227047814","4.487786253505245","2.694059295548257","2.6133155465014166","3.4423258896455895","3.8556647416258953"
,"3.2893842638670407","3.563280588716985","2.71417714532622","3.1392296488961735","3.8267181595250777","2.7246107541695053","4.501764808224318","3.4182395874724154","3.543118299166752","2.892018047885332","3.875368091334245","3.358605658915791","3.0841124245667673","3.525325460265048","3.5285844274716074","3.448254499446171","2.9980324913286434","3.7519755327551736","3.793939253681035","4.087576182769121","3.2176168599724786","3.367736999604744","3.171379813916031","3.557391118038916","3.2612771952111332","4.589837002821006","2.6593412644405996","3.3543578590478633","3.6059748989538885","3.852585242132682"
,"3.440506888627286","2.8595273551388765","2.292226839811986","3.5173403670766406","3.76522218257167","3.2692151459817977","4.487203693916696","3.4887113960793186","3.5742814947631376","3.0334246310353707","3.8214066625417376","3.1440182383949447","3.4200935050964443","3.977627768195744","3.8879486948657034","3.411869912156863","3.2188542471410977","3.4864008069355745","3.987006371533879","4.360026859975477","3.331461553888234","3.610104822729293","3.6871231644051985","3.85289153311641","3.8530873152887284","4.295553868523381","2.6600603316003277","3.2963169595222537","3.7764515744326936","3.5832301689123534"
,"3.337025837382323","3.0420645159323034","2.394675594661717","3.248148350439588","3.55910226847518","3.187220202664311","4.495646251447818","3.5687106759888","3.721419179440277","2.695154156671408","3.852846032432391","3.2734236640161356","3.162700885401459","4.037974756608605","3.4797882745579547","3.3393959680519374","2.9618389696824474","3.4689648131672377","3.613700132965395","3.8801283191897524","3.749991598546462","3.0786150362447082","4.0468240767713795","3.2437843002422175","3.4711503548681857","4.722430047524927","2.8664766968767053","3.112935443218882","3.527307590030034","3.957010023524048"
,"3.346516334427337","2.5906610018634972","2.552438134567028","3.025536483896034","3.970930251595441","2.7356054211102703","4.1971509839918095","3.823185576852365","3.2767575036420955","2.864454689203127","3.9390914048376375","3.6244273742931483","3.2344208711724733","4.285505568761558","3.65363171417117","3.51015883985686","3.188618377589829","3.6852221013834496","3.5877506357806555","4.205173181377702","3.6737278319643574","3.07451177958166","3.7849389904110544","3.929968768859785","3.3633169292592653","4.586732831439578","2.6911171336311566","2.9356658480972664","3.8060424188068556","3.9268799602152535"
,"3.0948390918092805","2.6258665583379446","2.688354738077551","3.0289713462558576","3.6565203178314247","2.8561333307109464","4.480324703809484","2.982268422200157","3.3936483237992907","3.180074310914965","3.791421259755821","3.447240986441045","3.3454230017070343","4.118892359031415","3.790584691585974","3.6890194636146574","3.0305594057635097","3.6312212055166504","3.613780705438009","3.9201298615301217","3.3192970947052","3.607068613350177","4.11927730309893","4.04759937610551","4.03131384276103","4.736362184155886","2.970830731656102","3.0946851847544194","3.5583067193483124","4.037570245621393"
,"3.342675571100778","2.621844357693678","2.7180474666129975","3.5284082852972998","3.769542952347904","3.1934921502382676","4.487373794828656","3.522736684157068","3.70384711603084","3.1199718236177105","4.095833585162636","3.534721628538156","3.2905105769446563","3.9930143010108634","3.450190471742942","3.63363013063813","3.467286874704817","3.210822660558736","3.40655930872385","4.113960512537704","3.754006743149915","3.6959023976509067","3.2492295274475405","3.5631705960554885","3.564576423352848","4.5727664169988875","2.9588289601874034","3.344075356009852","3.7569695072649796","4.085255112837138"
,"3.5994992638645638","3.1467002402399107","3.114796154250862","3.1188728111283455","3.783359283537863","3.2542133906674837","4.512563073792817","3.5396781618934887","3.2209687650334495","3.165074914466196","3.7797944347020023","3.2907763179427656","3.46799838995503","3.944805080549181","3.4479906597432253","3.5058603834146322","3.592811855113337","3.524597318381556","3.054554697649934","4.347422221560266","3.7969020779467306","3.2276190478251756","3.5060492890883572","3.6090806527808157","3.636701305761863","4.8069626374788195","2.9907351456704627","3.103435947954975","3.2252995446009245","4.2642052188404165"
,"3.316506455772758","3.448650107050083","2.635788826274315","3.614652721710835","3.6475379373392345","3.2721403076097078","4.405069135691364","3.3860633446576966","3.693680918773612","3.199760049977759","3.766315655727704","3.3799922116489376","3.017586961128245","4.342535882708573","3.3777829951943943","3.7508127049634687","3.452083884822804","3.66571512266127","3.7415164424049685","4.212221478042068","3.764374484163404","3.5826412036714292","3.3883859568804535","3.371192994251495","3.6764863649589814","4.451300545876648","2.751607022769861","2.5764518851697735","3.29378044086105","4.09609702910929"
,"3.220655582244436","2.9787490385472597","2.6568548834174814","3.751616604703571","3.7974085266147313","3.0935786563003385","4.215629578784324","3.399909542154059","3.790903698933726","3.113115312655048","3.599515539189222","3.308818334437228","3.0917252239167325","4.336669420694305","3.3283105001050806","3.8302423502796628","3.6213518627312142","3.984418254787362","3.8341724811113864","4.178892413728286","3.7038215262815624","3.488512636833128","4.073321439440359","3.5530162697806857","3.731642802966059","4.748160144641688","2.937115736249525","3.2160305369503375","3.9274217006311263","4.188347551833097"
,"3.429279288322589","3.4400439323991097","2.9227834642011743","3.517908329496531","3.41683864988468","3.048752989903187","4.489394784212554","3.7112224173794917","3.547372687682443","3.2142933336453536","3.537844908677341","3.6799787105720565","3.0493478524078337","4.040924130727018","3.6336508782125763","3.57922917035683","3.2228705760148606","3.6569200464498497","3.7708291386793364","4.318418719138412","3.835975332510021","4.07878642902631","3.863197590458752","3.9818450450601306","3.5974668513703003","4.478165609314467","3.084367918028179","2.8665176286951954","3.5991877014017226","3.9390826293401635"
,"3.107982162210079","3.206122193551285","2.596454003859895","3.2260598233124664","3.6931671766074676","2.9859364384712093","4.422565418073734","3.3825851814364363","4.001876652671734","3.3638216158969443","3.6281208639928644","3.615800682892983","2.7067023434847997","4.538470554857677","3.57281937924557","3.1524839692140683","3.5827196533160097","3.619774565122267","3.9992566556432303","4.654414057385397","4.129592770925585","4.12013107103212","3.612246071975234","3.519393291193034","3.482775422754951","4.683832246484525","3.2329282221347877","3.1050910628342048","3.827326074367964","4.163711613396596"
,"3.1394254558813794","3.2274762289362284","3.046022254267478","3.348387393980297","3.9790677164531374","3.461977081769944","4.556847558484766","3.288873138691876","3.295062229825033","2.919730880334034","3.6996333761184497","3.4705462727909935","2.9393706803663044","4.0584453812658605","3.467937449830021","3.549387791529068","3.557287229764905","3.571989858562288","3.5873647057437803","4.553224836891874","3.7498016514179375","3.6838948996080068","3.321456948994933","3.9933031449533956","3.5911135101074794","4.919977835509035","3.232049487002078","2.8985450284379164","3.8050076973455136","4.113769850730221"
,"3.631005355020048","2.962272220181697","2.98242098374037","3.288546029633492","3.731324748290275","3.4400278465997958","4.5068614418678905","3.14474558697644","4.04885802923865","2.8663568019903805","3.7463602810692778","3.411956253360775","3.1683664450361326","3.945355547661686","3.7026641619146443","3.8405329388719505","3.550877782708459","3.941907999679244","3.5336678089224556","4.249390164143289","3.883743630495729","3.629122014845732","3.5765855664169455","3.8848655792219486","3.639082695958947","4.444684885412704","3.085325052928748","3.2330389834098687","3.8333305302913425","4.324465349259439"
,"3.1899111728598615","3.216409732893362","2.7614176683661293","2.9844221478239037","3.7639348048169494","3.5714150968146514","4.7060368241808765","3.7175394236460386","3.901895193447602","2.9219745701967454","3.8551270807698126","3.6285214154150913","3.3774323797578942","4.4863947611023045","3.1361093700978064","3.6283351964289094","3.619317694524282","3.745965425295236","3.6861051072525557","4.769116066539364","3.8888992113570673","3.646645901078934","3.712179937601278","3.985204344287938","3.571171801103582","4.943437759328714","2.7623870780192195","2.6292951192792495","3.6427842198018285","3.8844237384047866"
,"2.8736443438983064","2.834518783847123","2.5684578417431805","3.1034570676173354","3.678575908359026","3.246118363955268","4.98903513243038","3.0427755405521073","3.7849300522458176","3.058566650886945","3.786184769085533","3.6354042922568017","3.52818172703572","4.298767598205602","3.2178030716434214","4.262316587541905","3.5717621658577103","3.716770880358738","3.6515390594689063","4.763489883832315","3.61759344913369","2.995967727105111","3.4846383452063647","3.7272781252761953","3.4822572713935314","4.114424136091873","2.9853766054682267","3.121879183793294","4.150972319458051","4.09768868628925"
,"3.4242715764712846","3.216828875003297","2.1255386562007694","3.4148335705976303","3.3807524101694293","3.5153802306653046","4.494104532902745","3.505551095896431","3.694564384933205","2.781224711150009","3.6957551251133745","3.514083708949477","3.4004855804128797","4.236957643949868","3.3446608530975004","3.9511134809569355","3.351336262444804","3.7965631584349344","3.4534926397764516","4.757867137865005","4.028384009354767","3.616409299214911","3.6789852205705955","3.8818862580369933","3.9619499303289407","4.661192513408625","3.2369003812861927","3.038212761586046","3.791809730465024","3.8240728463133133"
,"2.97286047512187","3.1740198025963897","2.439671887341245","3.3073871536272126","3.5437462948797367","2.792714033232398","4.317268880418881","3.8434584477887865","3.7135403516371306","2.698195133198011","4.243762120553966","3.498308540879833","3.6176525870404186","4.31927909574131","3.6556152797152346","3.693857501834778","3.1000875950576408","3.5964147265336943","3.782458067662179","4.537165599744437","4.164332719225753","3.4653407957912488","4.401667978363389","3.626616416360083","3.994867428671706","4.746811639502093","2.9110538808700115","3.3978957187432233","3.872745936214244","3.9284832116979342"
,"3.459179802303167","2.5168243535671357","2.316338794618899","3.463030927963157","3.332834538456299","3.6221268646171256","4.122418175014514","3.640773017053226","3.34896442561646","2.9391031420638316","3.515743070334967","3.2865340525142153","3.185757532864759","4.26620284250126","3.7476617856671703","4.011234203196139","3.172838394679364","3.714941010500747","3.5846509779837645","4.403704361518541","3.9933476209722083","3.51083878655499","3.9302586812533282","3.7819875367436833","3.6281415832983788","4.816640966109982","3.4367228932646925","3.114043647544675","3.4763482028848536","4.3448619373212445"
,"3.400756948148257","3.1528821021763855","2.722401257527259","3.1859565536109504","3.971801040297599","3.6432907008115483","4.143104215876102","3.5295979943391735","3.7881055478725125","3.368642214870431","3.787256858598918","3.1274753093511","3.262918067159402","4.214870860666011","3.619278553050037","3.800891258240772","3.0829491545870873","3.4164068287238187","3.2721924561541402","4.177862892845328","4.018763480008312","3.489984716877097","4.172495133525986","3.5268467605348364","3.7948722962100745","4.701176002021155","2.7211196651763676","3.163345389205179","4.017266906801028","3.972187097330921"
,"3.5129829168782054","3.190661167325637","2.7660185769210517","3.4337412990657947","3.5930779252442027","3.012308380946776","4.291053288413667","3.803177808482279","3.59184412376668","3.2756783126501605","3.903065497905252","3.3371009723068683","3.432819310982783","3.9742797382268202","3.4990612632151072","3.3408775967280295","2.8568990140686497","3.6797870429942634","3.8442270906631864","4.226013210909588","3.9928035688463077","3.6670816556256782","3.5262270390603727","3.595909437090077","3.8011508957467255","4.599131860345442","3.0411263793788748","3.233722789228352","3.614901883707862","3.91278467060249"
,"3.1779732059934362","3.1371166794691145","2.6658126514234883","3.2101752620069495","3.7625341640035526","3.2930112586733076","4.300659296788195","3.693253652882874","4.044756542192349","3.356004777382988","3.5627949210553105","3.40626662741224","3.3765533118706568","4.3146378998082096","3.6063858475494004","4.035420870979257","3.2741318769141485","3.489808337352483","3.9513499068874776","4.46777463027066","3.65575591284894","3.6251694321901518","3.9112963922174635","3.561207457439683","3.6163692731605974","5.000061237251697","3.2716125462483214","2.7208028177888277","3.9786394950233763","4.425399001478532"
,"3.401571976667876","3.040166051137221","2.7728690820983264","2.981065805820709","3.6220388948421927","3.4740594899922885","4.508583178809436","3.289544915627556","3.4570222549909686","3.415710366194026","3.950287185107571","3.2026680173909257","3.329368212326605","4.497546097070783","3.8087319477527473","3.6409400667879392","3.449489558609805","3.374480278907183","3.6673530457981065","4.56226168181527","3.6292643054002576","3.4333540606447914","3.79575449699135","3.4847205687217935","3.5305572559799296","4.883156757125808","2.87955618882064","3.309993281567825","3.897677257795968","4.3152032849646025"
,"3.291334980144678","2.933961254648054","2.802489751877007","3.2564376467134415","3.5634899361575925","3.406736258389849","4.557868748072001","3.198738981849035","3.8120771058899425","3.1666987003595257","3.7666104663573208","3.5185704608571218","3.4363740230711275","4.095473985344264","3.619693585966547","3.84318666370208","3.6698360501629517","3.7078379882616908","3.456068612689934","4.729078393494314","4.005290235027039","3.7111397957712184","3.6518488508598606","3.8879619500623592","4.136409671365665","5.075161316437309","3.127179823967514","2.9454710639509107","3.317696674067229","4.060701069452326"
,"3.323725634609322","3.151733028059044","2.9366867116367117","3.537660565196592","3.700259430526962","3.618107685311876","4.333380204389689","3.5802999960337543","3.4979828211739656","2.95931571239535","3.908959619647524","3.720407164227275","3.5797472687902907","3.8782606665483415","3.507974219551378","3.859268229503308","3.4376661381220392","3.23320977652293","3.0289741504674472","3.978131897682439","3.7219675201960407","3.70843843801213","3.8377020573491754","3.0876755978758834","3.192324147206441","4.711222760425358","3.0810235977573623","3.0984321658478224","3.5196169683523078","4.312245915872629"
,"3.053869120327895","2.7204890819774845","2.1946439327780527","3.6343929611292807","4.07657312985561","3.0610569789984665","4.650737348902982","3.6179238924972017","3.972480177257074","3.1986068074861755","3.578130496420497","3.315484841666825","3.2019310366333804","4.01533372802439","3.5757767670247014","3.7527362062757583","3.6893882869748866","3.428276986217556","3.7184022241868764","4.4469939718628995","4.115177809531899","3.9202467656802855","3.8747302893495132","3.9291035746212364","4.024702393720475","4.8499931315060945","2.8538955194534426","3.1079739863860874","3.790875777336708","4.207256877797361"
,"2.9832963267514283","3.050726768504409","2.901368240576325","3.3604984504022144","3.810485119541242","3.6747513279112964","4.4634068974017955","3.6311889429282753","3.850981096648095","2.8342959056609365","3.603302846506091","3.2452356186970372","3.1031021337031004","4.4962978708148915","3.6304464591243404","3.539485614724073","3.2835353450234885","3.6018024984115655","3.2210639034158577","4.537127444244418","3.9109862202400794","3.605202068409513","3.8938576932046383","3.533820146000387","3.3694520323814987","4.795272772525385","2.9562402103613223","3.2676716155024352","3.8274889376595547","4.178320310405493"
,"3.6163591135031905","3.294704108423711","2.3462219349464184","3.2756483251091533","3.8966283497449985","3.5631295318012857","4.397896685123561","3.347901936118309","3.9743038958546","3.278276520761597","4.00212126653095","3.5000018370290036","3.2991797413705695","4.170813903647239","3.7961633053337662","3.4486758433184783","3.0540621777055104","3.747711271379649","3.350929313395377","4.1711950857443965","3.8075003532052847","3.989423857641432","3.698793117019152","3.817136352186291","4.123912663736906","4.68892122671872","3.32316756988417","3.030552574641611","3.6200353772906646","3.9086932375858856"
,"3.1971811563600485","3.1523365421770015","2.61586059850471","3.3410892895756557","3.3676360724519894","3.424399665337196","4.449762470383024","3.502918806187103","3.7329191824192183","2.9356446239526064","3.5297372668440454","3.415468162946358","3.3781590287411283","4.50163407430412","3.3402371025885302","3.9400108951640442","2.8108418311695145","3.6405494830374376","3.3684296564162004","4.3960587888183875","4.069833500876199","3.662731833645646","3.7002279160811","3.843803972314825","3.6550301330903676","4.529802697481188","3.1805091010450086","3.2389221640603947","3.63731281421477","4.356498463054281"
,"3.4815952359068603","3.247292443577732","2.4585523245695002","3.392038744592801","3.6208616750294484","3.1448325915444664","4.482140063224157","3.2742394297778135","3.816899580902341","2.9420492649584764","3.5902422393730777","3.2043698839045303","3.191591455193922","4.3616406384514965","3.7799269386045755","3.545935118405038","3.1795242816456537","3.684974372613414","4.154907115902195","4.525381615033254","3.7534233239649204","3.5214159324096097","4.105199593291686","3.994886903504379","3.5389471171334064","4.4655608215254485","3.107010017993172","3.306167007875878","3.757709319526165","3.8532712807088867"
,"3.132425908887282","2.8598639834205595","2.9085387607369593","3.4477313616878207","3.6658512703566664","3.18202253009684","4.002638337980721","3.4963000296333417","3.493969251107197","3.145724920723085","3.9610792789594655","3.682476758459459","3.3565834307286333","4.323773525416194","3.2931973328592754","4.2270614502239185","2.899859597424011","3.5800413205066133","3.2631465238225457","4.910867677845013","4.095086416384718","4.1143594757391435","3.953210880998019","3.798056276948362","3.534196540030824","4.7599155730750775","3.1432938745848777","3.269355218877472","3.9193128604362872","4.084348897341872"
,"3.5851945865912387","2.95225817657441","2.8621164345367522","3.382403652105884","3.8686051434697553","3.2308965604924182","4.424887756881979","3.5663292887789098","4.11989603061924","3.1569193235427404","3.7815476064861695","3.3141488157209036","3.3215802812881803","4.45914479662738","4.114963344806724","4.046927839948554","3.349698774597923","3.7672177415210446","4.014424209781937","4.607868776877058","3.833722537071025","3.8975942891209256","4.258851870498935","4.077233080107938","3.8769200505691472","4.73351626260246","3.4165852626057656","3.0202764651930027","3.654270687961619","4.238781509117384"
,"3.3122884514757875","3.5277457682526916","2.6973621774736265","3.033956151039148","4.003138199148485","3.275664752687346","4.45681455963129","3.373672531818596","3.6590623584222044","3.1074298002839225","4.160377280302498","3.4533531890753473","3.5644354265009817","4.030007576367057","4.056529588658235","3.539234706192114","3.20356860113237","3.7968346764491567","3.7367034095519664","4.505359159066783","3.7026219662423223","3.4340456269236066","4.22546232851575","3.7310807518916174","3.338627651882956","4.7644055868190955","2.8007228623156206","2.87372460608695","3.8911822262959466","4.436902063918238"
,"3.276236799521349","3.192143286167705","2.6298050025952913","3.3463782899151675","3.540965813358902","3.1415265941307617","4.62318604101897","3.8505080811213683","3.532075856489009","3.6520988800864336","3.8717973055242174","4.097740361377325","3.5413732481196396","4.046566911352694","4.02050696258059","4.251860538197388","2.9606989763528913","3.6796889957583025","3.428705144666268","4.434786398064567","3.9657146244890247","3.7467546475479674","4.357099801602698","3.3730777845587077","3.7065440360954978","4.817924000769733","3.2407509513855115","3.348341703663146","3.765124088596206","4.281929963922525"
,"3.6719119792035544","3.153623256000343","2.4026969137184944","3.315697549564138","3.747980451097028","3.515676549415795","4.598627467286368","3.648904387933905","3.538301689395728","3.026763695601702","4.099653926891881","3.2909927753689567","3.3095510460890325","3.9207360557103716","3.763223093406652","3.695750701373149","3.064737730568406","3.701707890551965","3.4645444938381185","4.09575864487297","3.885454167019663","3.8738716500952086","3.647527426629957","3.5926380586776006","3.6046899826909278","4.619535201679666","2.915795236955389","2.6590308341995943","3.5028943718967427","4.089896059633953"
,"3.433347393082018","3.603967465153485","2.9178013706058983","3.158963872437828","4.060757552042826","3.4218856536366578","4.721717326203172","3.317826026475606","3.608496303027242","2.8946811724437147","3.892042149429018","3.3947277106188567","3.1631018495561047","4.001307405513738","3.9044363022429156","4.1319937716880455","3.4559967135272234","3.490586642341406","3.019102847375334","4.856303830852919","4.079825145457229","3.6943400308205674","3.994837286435632","3.4690821057009895","3.6645190855452867","4.937158330870399","3.288315721850264","3.350168448989274","3.696485570879087","4.309522442302923"
,"3.170836372624322","2.8654742906946313","2.469408220139644","3.3610502529582678","3.753206881329513","3.3435194049538866","4.577362005672145","3.84771345036618","3.783790946986457","2.837240455970939","3.9439206772110973","3.7173883939864107","3.2897446600736058","4.347709047901545","3.5821652398173263","3.9672715328327857","3.7181931033315245","3.9170506405873424","3.554671693897149","4.39625630482799","3.4239316077928237","3.833778299794348","3.905224276482467","3.0405617719151046","3.8058627787997414","4.790513114673764","3.042990673755081","3.5271226811663348","3.818820302782519","4.275100717596322"
,"3.612132380821501","3.116266039576828","2.4840837191552096","3.3407974913362724","4.185037202636963","3.4868185978606263","4.627880772328858","3.752469346210843","3.95874112260673","2.8152372246888584","3.9308143803206628","3.5585924504616004","3.0598496606223784","4.229259704078172","3.834700915944156","3.770214437140023","3.388175330288939","3.982232607557327","3.3236207415323777","3.872749528425883","4.260138423918557","3.880410332229192","3.899761162570383","3.3915472519722907","3.967635912661252","4.663651474521761","3.3776958105374306","3.214384368983043","3.5617716267139143","4.010233256790453"
,"3.143323153435094","3.240592605772978","2.644354533105103","3.2221785955773927","3.7365860259388937","3.0067293084839437","4.539933962542811","4.175534918087314","3.948856921120015","3.3473714791444364","3.703265349344472","3.6324000900461044","3.3779650312044724","3.8347577972436384","3.728643213556977","3.349785787028361","3.3694939896657","3.665275772569564","3.220439228053488","4.298830420513294","3.6820977447159344","3.731099408099757","3.824148167528431","3.6863885372516227","3.936992842660166","4.71269802934099","2.8486447680148346","3.4167060942644394","3.43260417413803","4.140747149844709"
,"3.030452483664906","3.1418133650640336","2.799598646467728","2.701428178108211","3.563526657368427","3.588266752823824","4.379842788373258","3.4647859303297524","3.972176362364396","2.9637535902478622","3.8395500638172457","3.3416179497171807","3.2083346349682214","4.422730967715776","3.281387302616148","3.4294967555478144","3.328119677772295","3.9896505731402723","3.9190375575239904","4.521704237683801","3.9275452774478814","3.601063368076186","4.124832855009994","3.4552591696330373","3.617750244368066","4.870231086903116","3.083536827915603","3.073121701995975","3.634110546996166","4.244075774411583"
,"3.1969372963421714","3.363655505565316","2.5708913503925115","3.5065924088445413","3.7815021238724538","3.4892435356569944","4.476371968883715","3.6952043814095443","3.6356864958869246","3.1378736248667862","3.84888561295809","3.3763315003887184","3.539325369904168","4.4134631830196","3.234241663880027","3.6158767756016132","3.501035044774679","3.7641600195433584","3.6140705448737065","3.992920753943215","3.669563947349879","3.5517779509316183","4.275832743615687","3.7726018032408506","3.890895133902064","4.700051584655563","3.178523416856444","3.362430847268836","3.321708118118763","4.160954671658682"
,"3.39268383408146","3.1170422257267707","2.479319294086732","3.292178484175954","3.345905751579149","3.218839942175632","4.77596434604944","3.806651852788359","3.9474675960048287","3.519223289432243","3.859851946920629","3.3945396236701044","3.4421376369271957","4.303296486364274","3.3910163219488423","4.0586675854681395","3.392307860885289","3.582215258236074","3.64819829765669","4.739431797666054","3.8544487712229216","3.456395999743481","3.9424471553304588","3.9313514159305347","3.965219895746319","4.964418804867566","3.0586074997769654","3.1052168671605287","3.2937617417154375","4.09180159780972"
,"3.1299338295403833","3.1975036672112385","2.2851546265082785","3.3967426761331936","3.6338035440778187","2.873584196254772","4.289230119398564","3.5177867487791996","3.8830207609950698","3.1236319786514075","3.9552024356136584","3.708990630180809","3.4295850000885704","4.006017226416272","3.755167761898409","3.7776666502047993","3.2189776895846833","3.7101183264336774","3.9712824743012685","4.534139742770528","3.882869873410226","3.503434248116648","4.03098033812559","3.3087535244717405","3.4061044352121814","5.077083984695626","3.0367413341855896","3.084143314060923","3.3069777554350774","4.5259897791640205"
,"3.476950085895727","3.0115112497724343","2.769315912993348","3.231741354412923","3.467879572592329","3.3711140531249884","4.426276388734676","3.6847086609945054","3.952284360566211","3.117899722861608","3.8898903658227004","3.317044681710015","3.3046537172004102","4.015149070674289","4.021657288572991","3.6490120528722665","3.331032842849177","3.462674105485572","3.6879230106547762","4.553012946305118","4.074474200851688","3.187027494119872","4.0653662585446515","3.5869666241704175","3.3676579384145153","4.6211862044867695","2.5672268002136076","3.2540996114954663","3.5770486366832235","4.253383349788657"
,"3.397909772410961","2.7900251048058995","2.6535271664370828","3.0433955558639174","3.7017270707392735","3.3741910936802566","4.213466538058729","3.4769931797808415","3.339613033470038","3.174186404744825","3.863991127694388","3.4807584768390445","3.2672467748276883","4.394208477245549","3.8568375433894264","3.9563694788618076","3.217734959237272","3.907178810567555","3.694077165297597","4.438290986056424","3.6990346534550915","3.5662108780446737","3.508328420158941","3.8007570134960926","3.6823570820061624","4.821603498877372","3.0969710793186005","2.9441260450350675","3.692158211482974","4.2886607092418165"
,"3.253850436286229","3.235211133588734","2.3529372366481294","3.0596447834235216","4.006273843274879","3.1303072429543173","3.757160806426189","3.697382224994058","4.264126450893221","3.1779423319314604","3.9915995812198655","3.07346678691887","3.3175886490172104","4.5203138121525805","3.6340755234077577","3.9038594888715865","3.085869664843449","3.742446426342538","3.8834892131879664","4.745989510969262","3.8237804553238774","3.794449681275258","3.7134219914348754","3.9435293711285295","4.202807413877472","4.609248986076643","3.178494608937757","3.251926563906509","3.58548666049475","4.092153168494591"
