"[mean]","3.814684619104374","-1.7077484665364604","3.808449355147369","-1.8390742547853798","3.904332642754684","-1.8902611698023264","3.3753441374033106","-1.7312011135544907","3.9139834593735636","-1.862198305187786","3.305169281885318","-2.085701658857776","4.289999596096181","-1.8026912057570768","2.9623646179472285","-1.9911470162804852","3.2938931879126314","-1.920735518965331","3.8018179846440265","-1.9608422178806308","3.4553502477045788","-2.014711796610412","3.6779285588235466","-1.8595000923632587","3.404462706091974","-1.5670639215160853","3.018290318927334","-2.0229060605977085","2.4878524476099813","-1.808582203012733","4.030585796421028","-1.5913299986289737","3.7742869770943197","-1.733253055380818","2.7272717999674065","-2.024884104556013","4.580280853150284","-1.6878521682681933","3.3076987026846036","-2.00540273085644"
"[steps]","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200"

"[all run data]","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom","utilityIt","utilityRandom"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"-2.3107368301950792","-1.9589560463886961","-2.446025683462225","-1.8048732907941314","-1.5675350993199437","-2.0097364489200844","-1.7405972553239972","-1.8838296741777418","-1.5749861602906992","-1.8293258964487937","-2.2395076724792946","-1.7987946763834208","-1.1870019017848181","-2.0101403574934835","-2.0574030448027636","-2.1182200642105893","-1.7074985015712303","-1.7969940729362028","-2.345600734790607","-1.6984785813903227","-1.4459585472721614","-1.968441137012061","-1.427571776949806","-1.577736782966596","-0.9864170632333902","-1.1858609910383078","-2.365895055949924","-2.4277776698550033","-1.3025866466120442","-1.718293582487546","-1.835259019348576","-1.773167352259318","-1.2439135161960428","-1.5888703333360155","-2.331496565086177","-1.8679761930606433","-1.9599290810505163","-1.855900040285569","-1.7958693564782058","-1.6644742059585957"
,"2.066735635262796","-1.8455560852568214","1.98612686844104","-1.6638568802924225","1.989344180562719","-1.9540263253106296","1.6728835339536445","-1.4193596821206942","2.0025909284215193","-1.920351206280146","1.6329759894400244","-2.085019535870858","2.3275542336861044","-1.9946863366977385","1.2084167547994065","-2.2674251284669045","1.6905120376628946","-2.092697071662042","2.24240594009654","-1.7941889714410744","1.5508041253478553","-2.081931757573732","1.8450113945693638","-1.8021154793509757","1.8778343870659087","-2.0859710045866735","1.638046041847755","-2.0724182570666185","1.2908630711973255","-1.7969024874629411","2.4996763450664456","-1.4722590761517065","1.6669873049852317","-1.7010172802172963","0.9726136283262922","-2.1865353706072796","2.6408173181868686","-1.6276264117823478","1.723120194582005","-2.155749521304147"
,"2.3575874310976235","-2.05494809451454","2.6425889010606824","-1.9030049979431085","2.734278726240688","-2.1066830656507585","1.767811433413825","-1.680288605180424","2.6840704546278613","-1.7709608014247196","2.470958369300827","-2.0074239435334507","3.46304662563077","-1.7305383901162807","2.730232379304007","-1.7574006509333095","1.9357940271939778","-2.0116213610926597","2.9501674192538747","-1.963213533721843","2.406033318067738","-1.8010005557357713","2.9920303077915116","-1.8854932470727281","2.759934641694616","-1.5139893293583342","2.378409004777292","-2.1118644569693696","1.6298074853926505","-1.906474438959454","3.324481885004276","-1.499004034805445","2.973903235492658","-2.118135856368836","2.059312681652467","-2.3765685109767136","3.6548653671865883","-1.9691565113406868","3.177691420826002","-1.837025535841579"
,"3.5984050751744836","-1.7224084765632148","3.213719012708143","-1.7360929675591097","2.791067384552474","-1.895387505997449","2.5921844050537177","-2.1986188305478644","4.261605174038781","-1.8867387635313222","3.3637299509899767","-1.7671340022075848","3.830986197675145","-2.024501511106224","2.519015047279544","-2.184470738691903","2.6465181690628468","-1.8346726156751252","3.9239139038501074","-2.044586523474211","2.896216980892422","-1.8987560710007998","3.560204844052242","-2.1372461590793197","3.696226242605389","-1.7310935995990333","2.852986297681009","-2.1817010773418177","2.815497702922365","-1.7016320966787934","3.9697489534135","-1.5951496338157063","4.165242775321549","-1.6535887486205785","2.1348960271029975","-2.2372846808969156","4.9516588697953905","-1.5590154385221175","3.877432727319157","-2.314077236466525"
,"3.3565796494203775","-1.889161952335933","3.922987029075911","-1.7361327984597388","3.7664659730223717","-1.5776294205084944","3.5033094391843016","-1.6020534544880682","4.366877228913015","-1.9638379833252617","3.8898552296602658","-2.0244381117902375","4.418364961011238","-1.9672568258269285","3.4853533786606903","-1.6943600716445526","3.6777915779576937","-1.8062052836692393","4.1678081822633395","-1.7613313892162195","3.144821305150921","-2.4224814220270185","4.510763492363747","-1.6813519841246702","4.133018496354402","-1.7017485205486624","3.3188342309300345","-1.742862876055983","2.427864565272802","-1.850535461617611","4.085485386080665","-2.068243109112334","3.694544635077581","-1.819801558883592","2.9518145843626247","-2.2288522689977346","4.871187884001922","-1.5978310554401756","3.6004413899297294","-1.790909568252381"
,"4.081861815752148","-1.8635335255023517","3.5053163136721426","-2.0128974578239203","3.8514980209555936","-1.7366442144124739","3.5741798318364366","-1.4326039556915078","4.088575750813246","-2.138951870060818","3.535699670105402","-2.080028877274388","4.411360843358785","-1.8921359423160606","2.9871621920064664","-1.9039306528171718","3.9270436315129142","-1.8310899112251","4.427231307320151","-1.7127446109429791","3.4174927586803707","-1.761022116133938","3.6218555442710048","-1.7480877427040977","3.162143126838028","-1.5973337303787873","3.1794011726495475","-2.594408984985534","2.4533698975300817","-2.0206893100549426","3.99999369922827","-1.8051773012175159","4.218310260201692","-1.4367026076800615","2.804863769519056","-1.9649333784860314","4.76849288690997","-1.9784229135851572","3.1895603163761486","-2.2476145709876967"
,"3.871950633787656","-1.5625111206406765","3.660705082621853","-1.9338323803068742","3.446146657507641","-1.795987377534428","3.7101872443282415","-2.0220293640789784","4.1051342330718175","-1.9245222932201542","2.7820186853672553","-1.968575252272701","4.254011697447158","-2.076994512172878","2.5229823284671644","-1.784920165988392","3.479548383952395","-2.1791085277057634","3.90682754192728","-1.5127228599073659","3.5317181425018958","-2.111371263771867","3.6861391788974234","-1.9178832726167057","3.6501748246258026","-1.3861104880679678","3.217699683044742","-1.8853803956444892","2.622732209355851","-2.1448819404285056","3.7662236083770053","-1.820358935380874","3.711085169275025","-2.0808547112810123","2.523205343211827","-1.8016389527442536","5.010710571027759","-1.73775122499638","3.161126205057743","-1.9915825298067653"
,"3.6577999903858984","-1.884286008758627","4.000579775011486","-2.0117365766168698","3.6170168928333464","-1.8631797693208771","3.6339771820680573","-1.821367336354755","3.9419979912243592","-1.8067277769692742","2.9193059647432067","-2.327070720372544","4.134736129991872","-1.5654164613490793","2.4986447492178177","-1.5403553907015728","3.01406871729391","-1.7054242020158348","3.9136906265548257","-2.049154436050572","3.145323247667523","-1.9250147900341867","3.4174006961251147","-1.7703883337976132","3.514208077082906","-1.3291463237178758","2.854629817173597","-1.9665487385746205","2.83794896945606","-1.646331742875007","3.984506132422504","-1.6507226226069478","4.162531840599785","-1.5099087930676958","2.5758119933799444","-2.03656526042566","4.892791343980779","-1.2535044545343212","3.0822813273060476","-1.804730991527499"
,"3.9162073075234716","-1.7802687722810886","3.5374903837719747","-1.8580689787487876","3.3741331652940785","-2.0048376734944644","3.2827571327026126","-1.9534864960299314","3.7042529153049615","-1.7652760056064698","3.3844990739646073","-1.9915319404843868","4.513826855775397","-1.7661345457882263","2.849259638446882","-2.2675100411797198","3.567062043638954","-1.9488043242949868","3.3720305015890633","-1.9302452219020916","3.204082591042224","-1.9205370847246543","3.568039167067359","-1.5975833436441895","3.027935802207345","-1.3891850449537677","3.011966044912474","-2.1413569040446423","2.4425109966602934","-1.9557129609272208","3.6571241429939905","-1.5978421133743437","4.020883534842597","-1.3242409643654762","2.6853268988666814","-1.9097469089603565","4.386490096038842","-1.8695318578863949","3.2165973313319367","-1.8606698248634117"
,"3.5907889924625818","-1.6167104466418267","3.995108507435133","-1.923109701237774","3.846419349632413","-1.6457739976220618","3.2482781312081936","-1.9142229422640136","3.697607654992878","-1.9832830168318738","3.4379182521875595","-2.1667476944236577","4.251192164020398","-1.580077240150091","2.8015049323316643","-1.7761166061005937","3.5438118942686443","-2.3210280885042436","3.7511819742054184","-1.8672594653213304","3.500559673448098","-2.054752563948786","3.4886589633520324","-1.518093521874433","3.8131927344639336","-1.9420196392764375","2.8743209810985286","-2.0053900650301175","2.437604702152784","-2.1445039445290104","4.209891562624281","-1.815787562574714","3.137390742343806","-1.3880629429226905","2.680954040002807","-2.2464965457198356","4.591940689035501","-1.4968311069419031","3.688990140486795","-2.240896950641225"
,"4.028217837295611","-1.6652900551451453","3.373474089603094","-1.9123025005241707","3.9657999815249334","-1.783184951943317","3.006855766010844","-1.516985005786281","3.9456177566445203","-2.054991700468951","2.828166813574648","-2.102471759711536","3.764216663235716","-2.0165418647938114","2.9961127989304126","-2.191596787959072","3.005163429022269","-1.7494486472599087","3.7748055481114964","-2.208610374259918","3.0546961684548757","-2.312406816238832","3.7134133644856298","-1.791756752097436","3.2786006420887084","-1.3334951029235487","2.823844285862961","-2.0056288308428103","2.0785232330317083","-1.5279963164833694","3.6044332787040423","-1.414679527706185","3.4744350356930394","-1.8707693777544547","2.3819562299196044","-1.9169028056658346","4.414771460352221","-1.6208000486981213","2.9151836399662185","-2.3118196220929894"
,"3.8238454612968886","-1.625240657339883","3.834283887643899","-1.8345546555912513","4.155687279942237","-1.9395317309521705","3.312439949106401","-1.6222887793234015","3.8889925990131053","-1.7438281087411358","3.408713505924159","-2.107854183748459","4.3938634244769394","-1.863797037431275","2.9381670484338733","-1.9941191659486286","3.1459905938496266","-2.2858514506353447","3.801247046040964","-2.005544534720758","3.509205048021175","-2.0166992771930294","3.5990606026402507","-1.8812863728224745","3.3652817247509117","-1.779816385403627","3.076589211188771","-1.884914295537848","2.6973290085735093","-1.6586619203760489","4.257468601441164","-1.4165589931494595","4.1636005561916045","-2.093261947868234","2.584104396401561","-1.9961161678463732","4.774178044545872","-1.6116935060670714","3.555261047396062","-1.887358277729402"
,"3.7874601258792118","-1.6639533577087005","3.8951338504385107","-2.0275749417200717","3.8437814752395165","-2.124471568218093","3.339176101277536","-1.9572667930992538","3.889337149143117","-2.1549292603447032","3.3607833598290338","-1.830106987285606","4.593238119152084","-1.9443038172552172","3.2479345645563114","-1.7777494840449888","3.3170809024425876","-2.02155921348311","3.495385846975835","-2.172640787504256","3.2264422958370407","-2.0069193753162993","3.317303023610001","-2.1423312249794657","3.5102763715828376","-1.3643735075211243","2.81903833030042","-2.1380428892031875","2.598139655816475","-1.8926368366163737","4.0369922035759345","-1.482543034990169","3.4437596205105327","-1.7988887612073736","2.471107751303681","-2.4691563902190925","4.494736163945003","-2.1211053604097323","3.0929226936843306","-2.329090602036551"
,"4.016043265409027","-1.759999362845175","3.6423164001880597","-1.7722546924906046","3.6838522402214267","-2.2093490863429133","3.6370119628012803","-1.63743994710062","4.375019679927467","-1.961428179188564","3.080809769489498","-2.2202934617298378","4.278318733679454","-1.613729730165889","3.123782808503507","-1.912728870820624","3.149174725759247","-1.7101578427436894","4.117755496289928","-1.954138953362876","2.900942913081608","-1.9425002573088432","3.8332547442565694","-1.910305336136947","3.1261969655238318","-1.277457922007289","2.828745510752511","-2.066956249927563","2.124434576820957","-1.3175625528062143","3.9079229471270858","-1.488272494418182","3.8302430361980413","-1.5167478795396943","2.2045172655010985","-2.0704621669794365","4.079217711736661","-2.0030519392032646","3.5907274510385556","-1.7964692472231778"
,"3.9417310168392166","-1.8319122413427247","3.6882758785798364","-1.8560284618346459","4.018771848878483","-2.009251753786205","2.7892790383325448","-1.7141023186985","3.404694269842669","-2.0019807166069135","2.7494912721294065","-1.938073912561498","4.2353797844410845","-1.837599903321425","2.5579655381108717","-1.5786426291253197","3.284586409927637","-1.9414810613969615","3.611214096461223","-1.828101881435897","3.4870561800409083","-2.0193496453430684","3.599694364493711","-1.7217044134497093","3.544971509479475","-1.3157817535384808","3.416376875433316","-2.022462310432636","2.342095706369021","-1.699307189933563","4.198871972814082","-1.7694456627789248","3.837654932585304","-1.8177188404555296","2.8333240759177762","-2.2021248586250635","4.780293946486175","-1.736699490770869","3.3548708086396237","-1.8426821591324212"
,"3.8389964072032488","-1.3974917487688916","3.632080328783227","-1.946439422625213","3.8344292652590464","-1.5085260704878294","3.16228931221825","-1.8701248586556107","4.050604829954526","-1.7373228912023533","3.5270367216527774","-2.251411630257713","4.4768403267817805","-1.4960207128398175","2.8772067806771395","-2.27227441796815","3.394889836207054","-1.599253191666035","3.543246185704187","-1.9339408916755936","3.276305396570989","-2.304079391728601","4.053923957543236","-1.7273827498846526","3.438680716345621","-0.9128006994310286","3.048422017782927","-1.8137024900936856","2.6662203873777743","-2.2327366460651157","3.8134588352745102","-1.57344639554683","3.6773252719243428","-1.719776667217116","2.570776749207948","-2.229250326922825","4.673622862446391","-1.4973724316466035","3.3533955067159065","-1.6948203981922212"
,"3.9286958757963455","-1.2784350705475496","4.036336951503903","-1.856417615324292","4.095280954475602","-1.800610489674333","3.102004994360341","-1.3313006166809551","3.850722461369359","-1.9422788908533033","3.5321512306833065","-2.1413997814512498","4.2096771169295994","-1.8993832244754887","3.064437643597142","-2.0794895350057643","3.152582421614915","-1.7758446204276954","4.015103608223043","-1.958056221375382","3.6818208021209826","-1.8073498642400043","3.6369332956546496","-2.051991440861538","3.2412996128444624","-1.6985921435992433","3.0941650611416525","-2.2473181666053357","2.3802591292183584","-1.87151144705562","3.7646941540191157","-1.7901966523734882","3.8539877572658168","-1.6804115451547208","2.5175086226880015","-2.0911544993043627","4.275214139102488","-1.4569429075558296","3.052467021174299","-2.1582632902623313"
,"4.089412643449703","-1.504408653632043","3.9260726029631012","-1.8092787063282478","3.776927071198968","-1.9291344757964028","3.3588328854025473","-1.9399445452727266","3.888030328376348","-1.7145119623266147","3.54345811965364","-2.1430441703389427","4.302876989616845","-1.9127459937709048","2.7004130899079706","-1.877891949509685","3.6479521914679065","-1.606661109076351","4.187222250083452","-2.0791567409951437","3.924385566269329","-1.99100167477589","3.7706606018737454","-1.7252259775822152","2.9937709861058663","-1.4293120993261401","2.8188273904281234","-1.910162116354141","2.1620789284483553","-2.043888816011722","3.8822876520047287","-1.4718650797277104","3.9446654291936376","-1.6123554056613612","2.8407699351486344","-2.1797782081550383","4.782177680704938","-1.8311658019659922","3.4605495734592306","-2.4307010511235916"
,"3.926797010660561","-1.382305070493658","3.557201942417977","-1.7092065745070184","4.202558136619759","-1.5830570878262822","3.2361553852770633","-1.5561195465792355","3.8339194216007213","-1.8347800120791757","3.6360349518625985","-1.8119903702403621","4.160296583454104","-1.895338643976749","2.831752954820626","-2.112241411545007","3.6979437826695394","-2.1618337577059976","3.8885867611127094","-2.0708725698747164","3.5086112869437263","-2.3614328644609586","3.9971477286020867","-1.6167876674813373","3.857937122087358","-1.5169661738461793","2.805040608372549","-2.09168473317861","2.427422355964734","-1.83621329388068","4.489746469840729","-1.5561169396001648","3.668700331316762","-1.9371057862254382","2.5954144965420123","-2.136447500357846","4.737637871626234","-1.8543695507450153","3.3928212013328745","-1.5197596341178394"
,"3.6965198126994925","-1.6680590714376695","3.903307176413722","-2.0193769876885526","3.94225735247708","-2.153868491682311","3.2411160228247686","-1.7741733479067319","3.940121604585295","-2.049613747823717","3.3526322579213996","-2.4788360388099964","4.618559600481856","-2.225300461722762","2.9447115089988554","-2.190604755211583","3.4932414337243314","-1.3966626010654632","4.39231568359343","-1.8221969242066864","3.683032007212729","-1.9214104726363503","3.759474733322669","-2.109628504141939","3.665987831268789","-1.05718905295131","3.0589154248316777","-1.933452811963646","2.7221558798586267","-1.8369259007715188","4.0639608311325635","-1.883223246519832","3.722937663939712","-1.6182415496370628","2.8001476108605323","-1.5373462364472517","4.878205854859749","-1.8525696447026816","3.3962838764480403","-2.0120875085165566"
,"4.1565525560331515","-1.807415198978309","3.9219740089090185","-1.8992634734430944","4.371312181921853","-2.1213912917559172","3.0525899940605936","-1.8928867819584814","4.28146892609556","-1.6550752914101596","3.593901458773488","-1.863234010519203","4.150661794449091","-1.341895916061116","2.906325557745807","-2.0941944021060324","3.2867113275837267","-1.9017644257630917","3.7474449606167908","-2.073686799043084","3.436110810380969","-2.097279367564457","3.6842575423266206","-1.8144511889580015","3.4156604663612553","-1.498354427353094","3.0895943552731495","-2.100281052498067","2.5856085246964047","-1.761232433343206","3.811967902666016","-2.096253009269585","3.7590120313055024","-1.6256091949562985","3.2260634493886085","-2.1588242219631533","4.800883000218423","-1.4505963666556108","3.748191479414988","-2.133289253010317"
,"3.7580971896192703","-1.6947514413219287","3.902295390514891","-1.752564238069012","3.872052948800742","-1.8910008995857897","3.4085093287270714","-1.605835223273641","4.1628378240417305","-1.7539390339690248","3.1594047493497563","-1.8348094129472825","4.047261754442979","-1.8752663883814833","2.631883218561441","-2.10104536949145","3.3801359129976274","-1.789550500570032","3.7346252229963133","-1.7920077534276135","3.6065820580323176","-2.1304557823390424","3.9035149636066917","-2.1183164853323038","3.636990842232202","-1.5303199595317094","3.3055685856820585","-2.1969563566762074","1.6743199919552183","-1.8929398200760432","4.252311460095742","-1.4428506500086264","3.637747273087962","-1.2283823033935846","2.3194627862135704","-1.7310922960004749","4.554955266513263","-2.0922165807768818","3.1243315230588293","-1.8484785046343277"
,"4.229795126056262","-1.7120377852543491","3.8996762794228954","-2.0764143987495136","3.97174594881478","-2.221311739410646","3.1197491879205135","-1.7484529911736921","4.008641859661835","-2.005069087396617","2.814664784582142","-2.222967372690558","4.204069139166028","-2.0414025127448583","3.192626151204544","-2.0919500873459036","3.2659500162117587","-1.8647993207785674","4.113726567851545","-1.5805386216092918","3.3812779577987477","-1.8759938971920105","3.6871992648195477","-1.711368559290957","3.3366569571975484","-1.646551861501036","2.7506489984462412","-1.6943576834249843","2.605671253528617","-1.9319675658139268","4.047217048154078","-1.4395098293290383","3.8370065843005206","-1.6896823570939286","2.7254958184866966","-2.157328676502333","4.575860833663921","-1.5690833340320711","3.439128761200336","-2.1860034024288906"
,"3.7978620344174914","-1.4594589969689904","4.205662736570644","-2.0292011502872187","4.269354753988172","-1.898833006216919","3.5768841061696732","-1.7806776037610155","3.927083765477446","-1.9150530163992316","3.2530209901706453","-2.2604055578774576","4.533158091699714","-1.7499753083193776","3.0310735917260674","-1.8922173403941318","3.607771802336446","-1.8397439398760582","3.791047431090352","-1.9878130599145145","3.451295627231685","-2.202902832963139","3.6653317710018434","-1.624412959616376","3.43044052458143","-1.6891336672428248","3.305307781116582","-2.0024245221367036","2.1384723447843523","-1.820787042970739","3.970154306181442","-1.6838419062262577","3.9528212680652417","-2.2372667710927625","2.548525736486701","-1.93778310508201","4.3247508790910105","-1.7804513818821308","3.4618138451343192","-2.121996566525012"
,"3.8206293654966332","-1.578849345486303","3.464388389935737","-1.8962135552896802","3.888545973113574","-1.8166455732866882","3.2738728231893344","-1.89179037145953","3.765995533866805","-2.0027489590290966","3.3407238151221326","-2.4052803596476773","4.468093365636283","-1.8037661330423294","3.1288242895828158","-2.2517045606905746","3.5319568616099644","-1.97935646035194","3.9987581936021","-1.7441822191761898","3.3657557337825015","-2.2344245566578858","3.382373529244146","-1.8955175654310203","3.543967225814039","-1.8568259372059723","2.7836751283067795","-2.1618400306068057","2.112122064073505","-1.9412572846140659","4.1012053711132745","-1.5311930127529907","4.068237520435989","-1.9897459243000968","2.8102305256118747","-1.9750997687339986","4.897901184427784","-1.5237629497023333","3.1292718340994283","-1.985828899223655"
,"4.173625878449614","-1.8656013621397511","4.257726199643264","-2.3333584257896827","3.5383128329281472","-2.088628256362159","2.9237284546049347","-2.0414490149674225","3.6664546540660554","-2.044834536023626","3.647923308701151","-2.2851813374282806","3.9861675791323288","-2.0723608925598698","3.3175071511966587","-2.1060359570860085","3.3529470202354443","-1.7584694609492153","3.8504035420306284","-2.268619160930653","3.741445469648983","-1.7593450194286269","3.7470895153519974","-1.9725564037299927","3.4518718632281784","-1.2640745660790875","3.26311733767851","-1.7957320838885629","2.2209524298829204","-2.073594859078652","3.9155770032921584","-1.8083490856594355","4.132218257480648","-1.5139115777536825","2.5649823326904366","-2.081047538849045","4.563599058376272","-1.767567880145453","3.0670572757695598","-2.225998337704916"
,"4.1173351108895","-1.877628445806406","3.9330948393354626","-1.640911780522454","4.3376814745554375","-2.2028601809783357","3.4135135093587685","-1.9421666923293393","4.217151281338468","-2.0496644502800883","3.0174186733164614","-1.8217776279111744","4.174308400804692","-1.9452377166360033","2.7536693695348817","-1.845205122761123","3.4262158365662376","-1.8385990039342288","3.6312635577579973","-2.154068911371778","3.2429059534467677","-2.0645876018742433","3.464785462518266","-1.7293852081852221","3.25962847558633","-1.862554328232384","3.568857064029284","-2.099402867003667","2.5437968264787205","-1.5689915313005904","4.41515243100653","-1.4010529133214702","3.9263430863512103","-1.6416480307950563","3.1577798802211023","-2.0766357653516065","4.696684189125779","-1.8895746163461435","3.3648604479572164","-2.169936821569759"
,"3.7980255977622708","-1.8627126101708105","3.9645785533975517","-1.877051723130824","4.238070471292813","-2.2744247201340544","3.3370735613723","-1.7308499464450706","3.9619004120527928","-1.7651883578407712","3.244302635368052","-2.2166990500311035","4.707589730053435","-1.774665038396886","2.7811732411581054","-2.0435678541508118","3.132205248870491","-1.6311682425457086","3.9170966414100667","-1.8967881220156695","3.4263535760599315","-2.1054138149983492","3.555620897330484","-2.1087480775067813","3.4720890540940434","-2.0295503050589065","3.0824991979972376","-1.8385298142565332","2.7317459279822107","-1.757692110486999","4.217872499126093","-1.6595320110143024","3.611305102690289","-1.756281452884025","2.514318565062552","-2.0375660075056774","4.737670243262424","-1.921213169545802","3.4292741646078304","-1.950881895383432"
,"3.9864329499832762","-1.6871818278133137","3.5045428034904735","-1.5334687838358503","3.825395610926383","-1.6112149673501002","3.6160340967953384","-1.881957927932474","4.450911524833838","-2.0205194393722135","3.32265974561878","-2.1997520144922165","4.426234081374537","-1.4722857936395273","3.097990899655926","-1.8846737339459287","3.6379774773993243","-2.0611807261493382","4.193865545292474","-1.9981829011518881","3.3038268376900137","-1.8988963222257342","3.8438735571139335","-1.8250460019843944","3.6792226097990604","-1.4132045558675435","3.1594478094871885","-2.0501219207171437","2.719187719886156","-2.0475629365958947","4.524822059639982","-1.2118516515292783","3.670872319926603","-1.7707877422879506","2.8869123911875025","-2.2703542683792994","4.52724766383985","-1.799938553377563","3.2313326194451646","-2.143618004469406"
,"4.333235133259149","-1.9454973997765423","4.2711404568664735","-1.8203656448355656","3.772823699885195","-1.569537868949951","3.4244816404141534","-1.7582389825607752","3.7494319349045666","-1.6331795733809906","3.482711485580671","-1.746432771100578","4.533275350068062","-1.8138142742797723","2.650560468692347","-1.971211109778446","3.481154354275332","-1.9369868480583416","4.009985956789802","-1.8216212200038946","3.380017637283395","-1.9030232552963218","3.461030808452836","-2.003331566459913","3.657440043742404","-1.531902966073418","2.973635326479691","-1.785549397754185","2.6319736656684953","-1.6055763795932887","3.8049624375822706","-1.929768179673008","3.5632638791665423","-1.5287580077899996","2.6165272898898015","-2.2076119404503616","4.98841515237234","-1.790090188170345","3.6411923572634968","-2.0856552040980985"
